SecretID,SecretName,UnlockName,Type,Korean,bul,cs_cz,de,el_gr,en_us,fr,it,ja_jp,nl_nl,pl,pt,pt_br,ro_ro,ru,spa,tr_tr,uk_ua,vi,zh_cn,UnlockedFlag
232,Kidney Stone,Kidney Stone,Item,신장 결석,Камък в бъбрека,Ledvinový Kámen,Nierenstein,Νεφρό,Kidney Stone,Calcul Rénal,Calcolo Renale,腎臓結石,Kidney Stone,Kamień Nerkowy,Kidney Stone,Kidney Stone,Kidney Stone,Почечный камень,Piedra de Riñón,Böbrek Taşı,Нирковий камінь,Kidney Stone,肾结石,1
233,Blank Rune,Blank Rune (Achievement),Rune,비어있는 룬,Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),Blank Rune (Achievement),1
234,Blue Womb,Blue Womb(Hush),Map,허쉬 루트,Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),Blue Womb(Hush),1
235,1001%,1001%,None,,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1001%,1
236,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Other,키퍼가 나무 동전을 가짐,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,Keeper holds Wooden Nickel,1
237,Keeper holds Store Key,Keeper holds Store Key,Other,키퍼가 상점 키를 가짐,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,Keeper holds Store Key,1
238,Deep Pockets,Deep Pockets,Item,넓은 가방,Дълбоки джобове,Hluboké Kapsy,Tiefe Taschen,Βαθιές Τσέπες,Deep Pockets,Poches Profondes,Tasche profonde,深いポケット,Deep Pockets,Głębokie Kieszenie,Deep Pockets,Deep Pockets,Deep Pockets,Глубокие карманы,Bolsillos profundos,Derin Cepler,Глибокі кишені,Deep Pockets,深口袋,1
239,Karma,Karma,Trinket,업보,Karma,Karma,Karma,Karma,Karma,Karma,Karma,Karma,Karma,Karma,Karma,Karma,Karma,Karma,Karma,Karma,Karma,Karma,Karma,1
240,Sticky Nickels,Sticky nickel,Pickup,끈적이 니켈,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,Sticky nickel,1
241,Super Greed Baby,Super Greed Baby,Other,랜덤 패밀리어,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,Super Greed Baby,1
242,Lucky Pennies,Lucky penny,Pickup,럭키 페니,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,Lucky penny,1
243,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Other,매달린 상점주인,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,Special Hanging Shopkeepers,1
244,Wooden Nickel,Wooden Nickel,Item,나무 동전,Дървен никел,Dřevěný Niklák,Wooden Nickel,Ξύλινη Πεντάρα,Wooden Nickel,Pièce en Bois,Nichelino di Legno,木製硬貨,Wooden Nickel,Drewniany Pieniążek,Wooden Nickel,Wooden Nickel,Wooden Nickel,Деревянный пятак,Moneda de Madera,Ahşap Bozuk Para,Дерев'яний нікель,Wooden Nickel,木制镍币,1
245,Cain holds Paperclip,Cain holds Paperclip,Other,카인이 종이 클립을 가짐,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,Cain holds Paperclip,1
246,Everything is Terrible 2!!!,Ultra Greed,Other,울트라 그리드 해금,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,Ultra Greed,1
247,Special Shopkeepers,Special shopkeeper,Other,상점주인,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,Special shopkeeper,1
248,Eve now holds Razor Blade,Eve now holds Razor Blade,Other,이브가 면도날을 가짐,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,Eve now holds Razor Blade,1
249,Store Key,Store Key,Trinket,상점 열쇠,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,Store Key,1
250,Lost holds Holy Mantle,Lost holds Holy Mantle,Other,로스트가 홀리맨틀을 가짐,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,Lost holds Holy Mantle,1
251,Keeper,Keeper,Character,키퍼,Keeper,{{CoinHeart}} Uzdravíš se sbíráním mincí#Maximum jsou 3 Mincové srdce#Jakékoliv srdcové pickupy jsou přeměněny na modré mušky#{{DevilRoom}} Ďábelské Dohody stojí 15 nebo 30 mincí,Keeper,Keeper,Keeper,Le Gardien,Keeper,{{CoinHeart}} コインで体力を回復#最大体力は3#ハートは青ハエに 置き換わる#悪魔取引のコストは 15／30コイン,Keeper,Dozorca,Keeper,Keeper,{{CoinHeart}} Heal by picking up coins#Maximum of 2 Coin Hearts#Heart pickups are turned into Blue Flies,Keeper,{{CoinHeart}} Recupera salud recogiendo monedas#Máximo de 2 Corazones Moneda#Convierte los Corazones en moscas azules,Keeper,Keeper,{{CoinHeart}} Hồi máu bằng cách nhặt đồng xu#Tối đa 3 Trái tim xu#Trái tim nhặt biến thành Ruồi xanh#{{DevilRoom}} Giao kèo quỷ tốn 15 hoặc 30 đồng xu,Keeper,1
252,Hive Baby,Hive Baby,Other,랜덤 패밀리어,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,Hive Baby,1
253,Buddy Baby,Buddy Baby,Other,랜덤 패밀리어,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,Buddy Baby,1
254,Colorful Baby,Colorful Baby,Other,랜덤 패밀리어,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,Colorful Baby,1
255,Whore Baby,Whore Baby,Other,랜덤 패밀리어,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,Whore Baby,1
256,Cracked Baby,Cracked Baby,Other,랜덤 패밀리어,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,Cracked Baby,1
257,Dripping Baby,Dripping Baby,Other,랜덤 패밀리어,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,Dripping Baby,1
258,Blinding Baby,Blinding Baby,Other,랜덤 패밀리어,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,Blinding Baby,1
259,Sucky Baby,Sucky Baby,Other,랜덤 패밀리어,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,Sucky Baby,1
260,Dark Baby,Dark Baby,Other,랜덤 패밀리어,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,Dark Baby,1
261,Picky Baby,Picky Baby,Other,랜덤 패밀리어,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,Picky Baby,1
262,Revenge Baby,Revenge Baby,Other,랜덤 패밀리어,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,Revenge Baby,1
263,Belial Baby,Belial Baby,Other,랜덤 패밀리어,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,Belial Baby,1
264,Sale Baby,Sale Baby,Other,랜덤 패밀리어,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,Sale Baby,1
265,XXXXXXXXL,XXXXXXXXL,None,챌린지 21,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,XXXXXXXXL,1
266,SPEED!,SPEED!,None,챌린지 22,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,SPEED!,1
267,Blue Bomber,Blue Bomber,None,챌린지 23,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,Blue Bomber,1
268,PAY TO PLAY,PAY TO PLAY,None,챌린지 24,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,PAY TO PLAY,1
269,Have a Heart,Have a Heart,None,챌린지 25,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,Have a Heart,1
270,I RULE!,I RULE!,None,챌린지 26,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,I RULE!,1
271,BRAINS!,BRAINS!,None,챌린지 27,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,BRAINS!,1
272,PRIDE DAY!,PRIDE DAY!,None,챌린지 28,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,PRIDE DAY!,1
273,Onan's Streak,Onan's Streak,None,챌린지 29,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,Onan's Streak,1
274,The Guardian,The Guardian,None,챌린지 30,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,The Guardian,1
275,Generosity,Generosity,None,,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,1
276,Mega,Mega Blast,Item,메가 블래스트,Мега Заряд,Mega Výstřel,Mega Blast,Υπερφύσημα,Mega Blast,Souffle du Diable,Mega Sbotto,メガブラスト,Mega Blast,Mega Strzał,Mega Blast,Mega Blast,Mega Blast,Мега заряд,Mega Ráfaga,Mega Atış,Мегазаряд,Mega Blast,超级喷射,1
277,Backasswards,Backasswards,None,챌린지 해금,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,Backasswards,1
278,Aprils fool,Aprils Fool,None,챌린지 해금,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,Aprils Fool,1
279,Pokey Mans,Pokey Mans,None,챌린지 해금,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,Pokey Mans,1
280,Ultra Hard,Ultra Hard,None,챌린지 해금,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,Ultra Hard,1
281,PONG,Pong,None,챌린지 해금,Pong,Pong,Pong,Pong,Pong,Pong,Pong,Pong,Pong,Pong,Pong,Pong,Pong,Pong,Pong,Pong,Pong,Pong,Pong,1
282,D Infinity,D infinity,Item,무한 주사위,D-безкрайност,D Nekonečno,D Unendlichkeit,Άπειρο Ζάρι,D infinity,Dé Infini,D Infinito,Ｄインフィニティー,D Infinity,D Nieskończoność,D infinity,D infinity,D Infinity,D Бесконечность,D infinito,D Sonsuzluk,D Безмежність,D Infinity,无限面骰,1
283,Eucharist,Eucharist,Item,성찬,Причастие,Eucharistie,Eucharist,Ευχαριστία,Eucharist,Eucharistie,Eucaristia,エウカリスト,Eucharist,Eucharystia,Eucharist,Eucharist,Eucharist,Причастие,Eucaristía,Ayin,Євхаристія,Eucharist,圣餐,1
284,Silver Dollar,Silver Dollar,Trinket,은화,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,Silver Dollar,1
285,Shade,Shade,Item,셰이드,Сянка,Stínovač,Schatten,Απόχρωση,Shade,Ombre,Ombroso,シェード,Shade,Cień,Shade,Shade,Shade,Тень,Sombra,Gölge,Тінь,Shade,阴影,1
286,King Baby,King Baby,Item,아기 왕,Бебе крал,Královské Dítě,Königsbaby,Μωρό Βασιλίας,King Baby,Bébé Roi,Re Bebè,キングベイビー,King Baby,Dziecięcy Król,King Baby,King Baby,King Baby,Малыш король,Rey bebé,Kral Bebek,Дитя Король,King Baby,国王宝宝,1
287,Bloody Crown,Bloody Crown,Trinket,피투성이 왕관,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,Bloody Crown,1
288,Dull Razor,Dull Razor,Item,무딘 면도칼,Тъп бръснач,Tupá Žiletka,Dull Razor,Αμβλύ Ξυράφι,Dull Razor,Lame Émoussée,Lametta Smussata,切れ味の鈍いカミソリ,Dull Razor,Tępa Żyletka,Dull Razor,Dull Razor,Dull Razor,Тупая бритва,Hoja sin Filo,Kör Jilet,Тупе лезо,Dull Razor,钝剃刀片,1
289,Eden's Soul,Eden's Soul,Item,에덴의 영혼,Душата на Едем,Edenova Duše,Eden's Soul,Η Ψυχί του Εδέμ,Eden's Soul,Âme d'Éden,Anima di Eden,エデンの魂,Eden's Soul,Dusza Edena,Eden's Soul,Eden's Soul,Eden's Soul,Душа Эдема,Alma de Edén,Eden'in Ruhu,Едемова душа,Eden's Soul,伊甸的灵魂,1
290,Dark Prince's Crown,Dark Prince's Crown,Item,어둠 왕자의 왕관,Короната на тъмния принц,Koruna Temného Prince,Krone des Dunklen Prinzen,Το Στέμμα του Σκοτεινού Πρίγκιπα,Dark Prince's Crown,Couronne des Ténèbres,Corona del Principe delle Tenebre,ダークプリンスの冠,Dark Prince's Crown,Korona Księcia Mroku,Dark Prince's Crown,Dark Prince's Crown,Dark Prince's Crown,Корона тёмного принца,Corona del Príncipe Oscuro,Kara Prenses Tacı,Корона Темного Принца,Dark Prince's Crown,黑王子之冠,1
291,Compound Fracture,Compound Fracture,Item,복합 골절,Отворена фрактура,Otevřená Zlomenina,Knochenbruch,Σύνθετο Κάταγμα,Compound Fracture,Fracture Ouverte,Frattura Esposta,複雑骨折,Compound Fracture,Złamanie Otwarte,Compound Fracture,Compound Fracture,Compound Fracture,Перелом,Fractura Compuesta,Derin Çatlama,Перелом,Compound Fracture,复杂性骨折,1
292,Euthanasia,Euthanasia,Item,안락사,Евтаназия,Eutanázie,Euthanasie,Ευθανασία,Euthanasia,Euthanasie,Eutanasia,安楽死,Euthanasia,Eutanazja,Euthanasia,Euthanasia,Euthanasia,Эвтаназия,Eutanasia,Ötenazi,Евтаназія,Euthanasia,安乐死,1
293,Holy Card,Holy Card,Card,신성한 카드,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,Holy Card,1
294,Crooked Penny,Crooked Penny,Item,구부러진 동전,Изкривено пени,Pokřivená Mince,Crooked Penny,Στραβό Λεπτό,Crooked Penny,Pièce Tordue,Penny Storto,曲がったペニー,Crooked Penny,Skrzywiony Pieniążek,Crooked Penny,Crooked Penny,Crooked Penny,Погнутый пенни,Moneda Doblada,Yamuk Para,Зігнутий пенні,Crooked Penny,被掰弯的硬币,1
